student_key,student_id,student_name,date_of_birth,grade,contact_number,student_rank
327,S00327,john james,2007-05-23,Grade 4,+13822927448,496
287,S00287,michael price,2006-11-18,Grade 3,+12668637574,496
542,S00542,danielle young,2006-11-19,Grade 3,+14017948763,496
429,S00429,meghan prince,2006-05-15,Grade 3,+13162502606,496
1038,S01038,richard houston,2007-07-05,Grade 5,+13222810672,496
665,S00665,sarah black,2012-01-07,Grade 2,+14124821276,496
798,S00798,christopher henry dds,2014-11-16,Grade 4,+17078942788,496
5505,S05505,mary johnson,2008-10-24,Grade 1,+18618048471,496
5687,S05687,douglas taylor,2007-10-17,Grade 3,+15733807265,496
5750,S05750,kayla washington,2008-09-03,Grade 5,+12105779135,496
3706,S03706,maria hendrix,2015-11-11,Grade 2,+16792166204,496
3564,S03564,dana garcia,2008-03-25,Grade 2,+13412542456,496
3416,S03416,julia zimmerman,2010-09-03,Grade 4,+18128159413,496
3359,S03359,lindsey martinez,2015-06-05,Grade 3,+17269168599,496
3896,S03896,jennifer perez,2018-02-28,Grade 1,+16053453564,496
3984,S03984,christian mendoza,2007-02-07,Grade 2,+18397102763,496
4233,S04233,brenda mcbride,2017-02-04,Grade 5,+13044205822,496
4201,S04201,michael fernandez,2014-12-24,Grade 4,+15234393466,496
4002,S04002,marcus moore,2018-12-12,Grade 2,+15478685059,496
4705,S04705,paula bean,2006-10-22,Grade 2,+13236039254,496
4372,S04372,terri smith,2018-07-04,Grade 5,+19214543862,496
5234,S05234,brenda hamilton,2006-12-21,Grade 2,+16312161732,496
5329,S05329,morgan griffith,2013-08-19,Grade 2,+14978540078,496
5030,S05030,alexandra baker,2006-11-21,Grade 3,+15508998097,496
5009,S05009,joyce hernandez,2009-08-29,Grade 3,+19174021846,496
5090,S05090,john kaufman,2018-11-16,Grade 3,+18259632147,496
8245,S08245,austin harrison,2009-09-03,Grade 3,+18332991881,496
8029,S08029,matthew sullivan,2008-10-11,Grade 2,+14574530461,496
8124,S08124,nancy hayes,2009-10-23,Grade 4,+15274522105,496
8435,S08435,tiffany ward,2015-03-23,Grade 4,+19244167817,496
8341,S08341,ryan clay,2008-05-13,Grade 5,+16932714114,496
7788,S07788,charles mckinney,2007-06-29,Grade 4,+15933977011,496
7876,S07876,faith thornton,2015-04-01,Grade 3,+14459375367,496
8014,S08014,andrew anthony,2008-10-30,Grade 5,+12496962728,496
6618,S06618,john becker,2014-09-22,Grade 2,+12958643152,496
6603,S06603,don harmon,2013-06-11,Grade 3,+16696807926,496
6651,S06651,kyle bailey,2009-11-27,Grade 3,+15629449599,496
6577,S06577,andrew mitchell,2010-02-16,Grade 3,+17553580108,496
6361,S06361,kelli rogers,2015-03-26,Grade 4,+18136639323,496
6315,S06315,julie cook,2013-01-30,Grade 3,+14256151731,496
7342,S07342,derek norman,2017-12-29,Grade 4,+14556243038,496
9099,S09099,janice johnson,2015-05-13,Grade 5,+15282303093,496
9035,S09035,daniel cook,2012-04-29,Grade 4,+19509896784,496
9042,S09042,jacob hodges,2009-01-02,Grade 3,+15428428623,496
8724,S08724,jasmine thompson,2009-12-23,Grade 2,+14437292653,496
8604,S08604,william morales,2017-11-16,Grade 3,+12077227349,496
9334,S09334,jose wilson,2007-08-21,Grade 2,+18758994018,496
11182,S11182,william diaz,2012-10-14,Grade 4,+16025806250,496
11504,S11504,james mayo,2018-04-06,Grade 2,n/a,496
11696,S11696,amy ruiz,2012-07-03,Grade 2,+18999400301,496
10746,S10746,sheena peterson,2013-12-22,Grade 5,+13347651483,496
11140,S11140,olivia arellano,2016-05-06,Grade 5,+17175817237,496
10473,S10473,paula brown,2018-11-03,Grade 3,+16882927056,496
10152,S10152,michelle mills,2015-03-11,Grade 4,+15567828415,496
10195,S10195,joshua lutz,2013-02-02,Grade 4,+17566217135,496
9505,S09505,kelly heath,2013-06-10,Grade 5,+12924868600,496
9640,S09640,christopher smith,2013-03-13,Grade 5,+13642266218,496
9759,S09759,julie mendoza,2008-08-23,Grade 4,+16777606858,496
9798,S09798,charles carroll,2011-12-25,Grade 3,+18035886585,496
11822,S11822,dr. stephanie hunter,2015-02-09,Grade 5,+17209199977,496
12146,S12146,colin collins,2018-07-19,Grade 5,+14468320661,496
1010,S01010,grace martin,2006-12-15,Grade 5,+16109998912,497
2734,S02734,daniel lewis,2012-09-28,Grade 5,n/a,497
7963,S07963,joseph rose,2016-12-15,Grade 3,+17912437519,497
2707,S02707,dana french,2011-03-16,Grade 1,+19959799813,498
2471,S02471,michelle jackson,2015-07-09,Grade 1,+19033179636,498
764,S00764,william johnson,2012-04-23,Grade 3,+19064611852,498
3317,S03317,richard rowe,2013-08-11,Grade 2,+19692894138,498
6111,S06111,anita mckay,2017-06-29,Grade 4,+12296251111,498
7896,S07896,karen rhodes,2014-01-10,Grade 3,+19554148386,498
8587,S08587,brenda sanchez,2009-12-19,Grade 5,+12044757065,498
7302,S07302,michelle hughes,2013-07-23,Grade 1,+12813985160,498
853,S00853,rachel townsend,2016-05-05,Grade 4,n/a,499
22,S00022,justin wright,2010-06-25,Grade 2,+19759149462,499
140,S00140,joshua smith,2007-06-01,Grade 3,+17416492163,499
2179,S02179,victor rodriguez,2008-08-31,Grade 4,+19154294915,499
2499,S02499,lisa hood,2015-11-14,Grade 2,+14619361532,499
3006,S03006,kenneth wilson,2017-08-03,Grade 3,n/a,499
6028,S06028,ethan nguyen,2010-06-05,Grade 2,+19723867736,499
6187,S06187,mark richards,2016-10-23,Grade 3,+15209003311,499
4881,S04881,benjamin trevino,2018-08-21,Grade 3,+14212625923,499
5281,S05281,suzanne turner,2017-08-15,Grade 2,+15226085111,499
4786,S04786,tyler rivera,2013-05-19,Grade 5,+15923729852,499
7420,S07420,kayla johnson md,2017-03-10,Grade 3,+17868377368,499
6960,S06960,andrea kim,2012-07-24,Grade 3,+19737933195,499
6418,S06418,samuel bradley,2006-12-07,Grade 5,+16206887697,499
9139,S09139,rhonda mitchell,2019-01-10,Grade 3,+12247893024,499
9790,S09790,sara mills,2010-01-15,Grade 5,+13748293631,499
906,S00906,jessica cherry,2011-02-28,Grade 4,+15307718259,500
11416,S11416,william caldwell,2006-08-30,Grade 5,+19736350826,500
789,S00789,john mccann,2007-10-19,Grade 5,+12639643999,501
756,S00756,emily oliver,2012-06-17,Grade 2,+12466160298,501
492,S00492,lawrence jones,2010-06-14,Grade 3,+12278342819,501
2047,S02047,terry hendricks,2018-08-10,Grade 5,+13483108478,501
2034,S02034,kyle harris,2013-10-02,Grade 3,+13325808757,501
2030,S02030,terrence castro,2007-07-17,Grade 1,+14977169086,501
1907,S01907,heidi king,2013-01-03,Grade 5,+12738702343,501
1844,S01844,michael mcgee,2014-12-22,Grade 5,+18264318127,501
1478,S01478,anthony park,2018-03-19,Grade 4,+17894620513,501
1649,S01649,scott lopez,2016-05-08,Grade 3,+18412482724,501
3019,S03019,david weeks,2015-04-04,Grade 1,+17318108951,501
2857,S02857,susan walker,2015-11-02,Grade 2,+17244372059,501
2911,S02911,richard grant,2006-11-28,Grade 4,+19883684148,501
2957,S02957,destiny walker,2008-03-06,Grade 4,+13238607322,501
2924,S02924,julie williams,2017-02-04,Grade 2,+19632588469,501
2331,S02331,john clark,2014-12-27,Grade 4,+19126705511,501
2782,S02782,john lara,2012-01-24,Grade 1,+18137934733,501
4669,S04669,angel sullivan,2018-03-11,Grade 2,n/a,501
4660,S04660,jacqueline cortez,2015-09-27,Grade 2,+12016896368,501
4441,S04441,tammy carr,2014-10-08,Grade 2,+13196773670,501
5135,S05135,kathryn jefferson,2009-04-11,Grade 5,+15649092171,501
5073,S05073,tom lawson,2016-05-23,Grade 4,+17889956594,501
5010,S05010,kristin avila,2012-01-06,Grade 5,+18567873347,501
3194,S03194,katherine gutierrez,2007-10-26,Grade 2,+15758956307,501
3247,S03247,tammie hopkins,2017-09-26,Grade 3,+18916117901,501
3260,S03260,bryan butler,2012-02-10,Grade 4,+14532599544,501
3294,S03294,jonathan horne,2009-01-31,Grade 5,+17465113152,501
5783,S05783,megan burnett,2017-06-23,Grade 3,+13269134579,501
9082,S09082,brian west,2011-06-29,Grade 3,+19924594056,501
8838,S08838,jennifer bishop,2016-10-01,Grade 2,+16956060723,501
6743,S06743,matthew hopkins,2017-10-10,Grade 2,+14967265505,501
6805,S06805,nathan lopez,2016-07-12,Grade 2,+19409712962,501
7411,S07411,wendy bryant,2012-03-12,Grade 1,+18348688430,501
7201,S07201,chase weber,2006-11-30,Grade 5,+14739464024,501
7199,S07199,stephen douglas,2013-04-26,Grade 5,+19988851670,501
8485,S08485,laura flores,2018-05-23,Grade 1,+16104937794,501
8120,S08120,michael morris,2010-06-06,Grade 2,+13277642905,501
8123,S08123,michelle smith,2017-12-09,Grade 4,+14668766252,501
7898,S07898,casey smith,2015-07-28,Grade 4,+17568620022,501
7778,S07778,andrew fields,2010-04-04,Grade 3,+15856476202,501
11371,S11371,brandon mccoy,2012-01-01,Grade 4,+14656617651,501
10018,S10018,sarah weaver,2010-02-24,Grade 5,+18268673650,501
9647,S09647,mark watkins,2009-10-04,Grade 5,+14657279513,501
10464,S10464,andrea russell,2013-10-17,Grade 3,+14929741145,501
11828,S11828,robert henson,2017-03-05,Grade 3,+13654678633,501
2385,S02385,taylor anderson,2008-07-27,Grade 4,+16155677814,502
9403,S09403,tammy patrick,2006-11-02,Grade 4,+19959351128,502
9984,S09984,james rivers,2015-06-20,Grade 1,+12032691217,502
2319,S02319,ralph jones,2010-05-11,Grade 5,+14159334557,503
2440,S02440,johnathan valenzuela,2018-08-17,Grade 4,+18694607296,503
2810,S02810,laura campos,2009-07-07,Grade 2,+13135728193,503
1591,S01591,pamela smith,2009-11-10,Grade 4,+15457711133,503
1768,S01768,tracy davidson,2016-05-13,Grade 4,+17847724204,503
1922,S01922,leslie hampton,2007-08-20,Grade 2,+15607680748,503
2019,S02019,savannah keller,2014-11-03,Grade 1,+19399982344,503
5983,S05983,jessica day,2016-09-02,Grade 4,+17054744420,503
6128,S06128,andrea campbell,2016-09-06,Grade 2,+19393645281,503
4076,S04076,george russell,2013-11-19,Grade 1,+14446959641,503
3978,S03978,beth wood,2018-07-05,Grade 3,+18953758914,503
4404,S04404,anthony daniels,2014-06-22,Grade 5,+15063779095,503
4782,S04782,tyler english,2013-04-02,Grade 3,+15224671974,503
8550,S08550,nicole simmons,2014-07-03,Grade 5,+17384293102,503
8380,S08380,natalie mendez,2012-02-02,Grade 1,+16387402312,503
6461,S06461,jennifer lane,2015-07-02,Grade 5,+12555107843,503
11082,S11082,andrea hudson,2011-03-29,Grade 2,+19898241927,503
10628,S10628,joanna rice,2016-07-07,Grade 2,+19183302656,503
12012,S12012,mark waters,2014-01-18,Grade 2,+18087961556,503
1728,S01728,anthony green,2011-04-16,Grade 4,+16974099179,504
4472,S04472,tiffany cunningham,2014-07-17,Grade 2,+12029032309,504
4033,S04033,yvonne ramirez,2012-10-18,Grade 1,+17607104486,504
3183,S03183,raymond mitchell,2010-11-21,Grade 2,+19186949923,504
3658,S03658,yolanda rojas,2015-05-01,Grade 2,+13082903408,504
8577,S08577,heather macdonald,2008-11-24,Grade 2,+14053893884,504
7903,S07903,jeffery kidd,2010-03-19,Grade 5,+16882210880,504
11224,S11224,nathaniel welch,2015-12-21,Grade 5,+13678048090,504
8870,S08870,mary rocha,2012-07-27,Grade 3,+16606111895,505
11992,S11992,gilbert brooks,2012-09-05,Grade 3,+13666086610,505
10204,S10204,ryan newton,2009-10-12,Grade 5,+14079790545,506
1821,S01821,shannon hernandez,2008-05-21,Grade 1,+17312895545,507
2023,S02023,kenneth fowler,2009-11-08,Grade 2,+17577518085,507
2174,S02174,donna king,2015-09-03,Grade 5,+19239160264,507
1669,S01669,michelle wheeler,2012-12-27,Grade 1,+18383307399,507
1465,S01465,tina wilkerson,2018-08-21,Grade 5,+14287683876,507
1537,S01537,julie johnson,2008-03-15,Grade 4,+18475583008,507
1424,S01424,william mcintosh,2018-10-23,Grade 2,+13619359728,507
1151,S01151,julie robles,2013-04-12,Grade 4,+18873270203,507
1165,S01165,samuel jones,2011-07-22,Grade 5,+12114254209,507
438,S00438,april duarte,2017-03-27,Grade 5,+14745722446,507
547,S00547,mary gibbs,2013-03-04,Grade 1,+19312674841,507
562,S00562,johnny moore,2013-04-24,Grade 4,+13405982999,507
504,S00504,kristen bridges,2007-08-20,Grade 3,+12578019223,507
53,S00053,brian meyer,2010-08-25,Grade 4,+13919731573,507
170,S00170,krista stewart,2014-03-16,Grade 5,+18962098455,507
215,S00215,marie carter,2015-09-16,Grade 2,+17274868639,507
276,S00276,megan flores,2018-12-25,Grade 3,+17613150354,507
255,S00255,spencer wilson,2017-01-01,Grade 1,+16514592147,507
742,S00742,carla chan,2012-09-07,Grade 4,+17667177299,507
725,S00725,mrs. claudia wolfe dvm,2019-03-02,Grade 2,+18694512567,507
695,S00695,brian phillips,2010-05-17,Grade 5,+15763144476,507
913,S00913,gina jones,2010-07-15,Grade 4,+18277476508,507
882,S00882,crystal williams,2012-10-23,Grade 2,+13542491453,507
1103,S01103,kenneth ayala,2016-05-31,Grade 1,+12878000361,507
2710,S02710,colton nelson,2014-11-04,Grade 2,+18559339272,507
2978,S02978,grant freeman,2016-10-16,Grade 4,+19292918835,507
2909,S02909,nicole mueller,2015-01-10,Grade 3,+17212502651,507
3005,S03005,wendy thompson,2017-06-12,Grade 3,+19332516375,507
3051,S03051,frances hernandez,2013-08-31,Grade 5,+14648024571,507
3518,S03518,christopher good,2010-10-12,Grade 4,+16929875830,507
3494,S03494,jeffrey robinson,2016-04-01,Grade 5,+17933138188,507
3342,S03342,mary hammond,2014-02-14,Grade 5,+12222602398,507
4121,S04121,maureen johnson,2006-06-19,Grade 5,+19792340929,507
4236,S04236,tyler johnston,2007-09-04,Grade 1,+18767886068,507
4224,S04224,laura herrera,2006-07-31,Grade 2,+19065108586,507
3997,S03997,kenneth woods,2008-05-22,Grade 4,+18973901930,507
3916,S03916,charles miller,2011-06-18,Grade 4,+19746021507,507
3771,S03771,tracy richards,2010-03-16,Grade 3,+12596313926,507
3802,S03802,zachary mitchell,2013-06-16,Grade 4,+13772178614,507
3799,S03799,lindsey ward,2008-05-18,Grade 5,+15557296310,507
4488,S04488,james johnson,2013-01-02,Grade 1,+12998025899,507
4332,S04332,john hall,2010-02-09,Grade 1,+13966212011,507
5126,S05126,jeffrey carrillo,2007-04-22,Grade 1,+18825419750,507
5103,S05103,neil horton,2016-09-08,Grade 4,+15937708436,507
4957,S04957,jacob garrett,2010-08-20,Grade 2,+12997483334,507
5151,S05151,angela marshall,2006-06-28,Grade 1,+17949067078,507
5323,S05323,harold fields,2009-11-16,Grade 1,+18189382002,507
6057,S06057,dennis white,2008-11-05,Grade 3,+18163117985,507
6232,S06232,allison george,2016-04-23,Grade 5,+16442467368,507
5973,S05973,mr. john moore,2018-06-30,Grade 3,n/a,507
5773,S05773,tina hernandez,2014-05-28,Grade 5,+19572772156,507
5819,S05819,catherine wright,2009-11-09,Grade 4,+19456973627,507
5703,S05703,antonio garcia,2012-05-05,Grade 1,+19755390898,507
5568,S05568,ana foster,2018-03-03,Grade 3,+18045171543,507
5533,S05533,kevin daniels,2017-12-08,Grade 5,+14129073235,507
8812,S08812,randall williams,2015-08-04,Grade 5,+16287169824,507
9171,S09171,maria smith dvm,2009-12-13,Grade 2,+19555669423,507
9406,S09406,anthony baker,2013-10-28,Grade 2,+15086045325,507
9455,S09455,larry wilson,2015-03-06,Grade 3,+15626370848,507
9325,S09325,elizabeth smith,2011-09-25,Grade 5,+14534385693,507
7951,S07951,joseph jackson,2011-09-03,Grade 4,+14478565158,507
7686,S07686,jonathan rodriguez,2010-01-09,Grade 3,n/a,507
7735,S07735,ashley snyder,2011-08-21,Grade 3,+18647234403,507
7736,S07736,adam taylor,2019-02-21,Grade 5,+19567398243,507
8562,S08562,karen schwartz,2009-06-20,Grade 2,+15386812226,507
8496,S08496,matthew taylor,2016-06-24,Grade 3,+14904343045,507
8141,S08141,peter thompson,2007-07-17,Grade 5,+12012678409,507
8254,S08254,robert jones,2012-08-28,Grade 5,+16825362008,507
8210,S08210,seth campos,2018-11-12,Grade 4,+14642192369,507
6475,S06475,ryan schneider,2011-05-04,Grade 5,+19513042298,507
6522,S06522,mr. jason kim phd,2013-02-07,Grade 5,+19346819621,507
6745,S06745,april ferguson,2016-07-21,Grade 4,+15062415209,507
6874,S06874,valerie ponce,2007-11-02,Grade 2,+17005979198,507
6732,S06732,jessica richardson,2016-10-10,Grade 4,+16005866002,507
6688,S06688,ryan blair md,2015-07-31,Grade 4,+13012253840,507
7216,S07216,miguel johnston,2017-09-19,Grade 3,+17049494805,507
7173,S07173,max mills,2006-11-11,Grade 4,+16423489544,507
7198,S07198,jonathan johnson,2006-06-01,Grade 2,+16764954109,507
7297,S07297,deborah thomas,2008-10-14,Grade 4,+12658516417,507
7421,S07421,matthew beard,2015-11-26,Grade 2,+12425639582,507
7431,S07431,joel anderson,2017-05-10,Grade 3,+14964758294,507
6888,S06888,amanda bryant,2006-11-18,Grade 5,+13199464213,507
6896,S06896,carlos nguyen,2006-04-19,Grade 3,+17382323529,507
10176,S10176,catherine williams,2017-10-28,Grade 4,+18997014847,507
10214,S10214,paula garcia,2019-02-13,Grade 4,+12202027802,507
10315,S10315,mrs. christina sutton,2014-10-18,Grade 1,+12792940670,507
10596,S10596,william lane,2012-04-14,Grade 4,n/a,507
10579,S10579,charles daugherty,2008-03-25,Grade 5,+14166456749,507
10344,S10344,jordan cole,2015-11-01,Grade 5,+13457310034,507
9774,S09774,william gonzales,2006-12-06,Grade 3,+18327636886,507
9863,S09863,joseph bradford dds,2008-07-14,Grade 3,+16057865953,507
9845,S09845,rebecca green,2017-02-11,Grade 1,+19429836287,507
9676,S09676,bryan allen,2009-05-18,Grade 2,+17657725099,507
11206,S11206,garrett wilson,2015-01-12,Grade 1,+16148493073,507
11362,S11362,steven king,2015-09-21,Grade 3,+15076302008,507
11719,S11719,michelle thomas,2009-08-07,Grade 3,n/a,507
11491,S11491,mrs. michelle griffin,2018-07-31,Grade 2,+12516808045,507
11564,S11564,victoria dillon,2012-12-21,Grade 1,+18008361410,507
11553,S11553,julie thompson,2017-01-18,Grade 2,+18295812087,507
10688,S10688,jason sharp,2014-09-20,Grade 3,+18507438946,507
11979,S11979,henry davidson,2007-04-30,Grade 2,+14864652411,507
11940,S11940,charlotte barnes,2013-04-08,Grade 1,+18314529212,507
12056,S12056,rebecca garcia,2009-12-09,Grade 4,+14003945916,507
212,S00212,kristin drake,2008-10-22,Grade 1,n/a,508
11586,S11586,zachary cooley,2010-09-02,Grade 3,+19418221916,509
672,S00672,edward walls,2011-11-04,Grade 4,+19085476873,510
7367,S07367,susan mendez,2013-12-05,Grade 4,+13314149942,510
1300,S01300,vincent mclaughlin,2008-02-18,Grade 4,+18273506174,511
2053,S02053,ryan gonzalez,2007-03-08,Grade 2,+14816790531,511
3052,S03052,bradley jacobs,2009-10-04,Grade 5,+14815910685,511
4478,S04478,melanie ramirez,2008-01-03,Grade 2,+18867399692,511
3941,S03941,kenneth fleming,2011-06-19,Grade 2,+18002275593,511
8432,S08432,karen anderson,2013-06-12,Grade 5,+17165987179,511
9091,S09091,denise barrera,2008-07-23,Grade 2,+15427148463,511
11496,S11496,david lewis,2016-12-17,Grade 5,+15232858888,511
6103,S06103,emily rodriguez,2015-06-13,Grade 2,+16239311577,512
2470,S02470,mr. thomas foley dds,2018-07-28,Grade 1,+18382783787,513
919,S00919,lori wood,2013-12-08,Grade 3,+16156655624,513
3685,S03685,chelsea lee,2006-08-17,Grade 4,+19167645130,513
4584,S04584,traci roberts,2016-10-04,Grade 4,+14416331052,513
6328,S06328,gary cunningham,2012-04-24,Grade 2,n/a,513
6355,S06355,raymond schmidt,2008-03-22,Grade 3,+18547017596,513
10749,S10749,joseph freeman,2009-10-24,Grade 2,+15809622836,513
10890,S10890,mary smith,2006-03-22,Grade 5,+19133737068,513
9484,S09484,kristen espinoza,2012-05-26,Grade 4,+13206252987,513
8661,S08661,jasmine campbell,2010-08-04,Grade 3,+19183631303,514
11323,S11323,james williams,2014-04-09,Grade 2,+15278757726,514
1132,S01132,patrick davis,2015-12-21,Grade 5,+18514425310,515
210,S00210,brenda butler,2011-07-25,Grade 4,+15237717577,515
1894,S01894,michelle compton,2017-08-19,Grade 2,+17477273907,515
1513,S01513,renee diaz,2017-10-15,Grade 5,+16684104212,515
2835,S02835,ronald scott,2007-05-21,Grade 1,+19802098673,515
2742,S02742,robert miller,2006-09-07,Grade 2,+16726788853,515
2766,S02766,marisa adams,2017-09-30,Grade 3,+17923287736,515
3329,S03329,cindy fisher,2016-05-21,Grade 1,+16909892297,515
3376,S03376,amanda simpson,2006-11-18,Grade 5,+16778586223,515
3743,S03743,renee thornton,2011-12-16,Grade 1,n/a,515
4258,S04258,denise lowe,2008-11-02,Grade 2,+14555452783,515
4039,S04039,thomas trevino,2010-07-29,Grade 5,+18282861031,515
5913,S05913,angela ortega,2015-08-26,Grade 5,+16107738589,515
8887,S08887,kevin thomas,2006-07-15,Grade 1,+15403991242,515
9090,S09090,wesley rose,2011-04-22,Grade 2,+13028688466,515
9025,S09025,jeffrey brown,2008-01-27,Grade 2,+12616257729,515
7334,S07334,lisa nelson,2008-09-08,Grade 4,+13725488059,515
8411,S08411,joseph garcia,2017-02-19,Grade 2,+17136258109,515
8315,S08315,kristen willis,2015-10-05,Grade 1,+12476909727,515
8145,S08145,stephanie davis,2013-02-16,Grade 2,+12838889919,515
8161,S08161,william anderson,2010-12-09,Grade 5,+17049947015,515
10909,S10909,tyler moore,2018-09-23,Grade 1,n/a,515
10819,S10819,michael smith,2009-10-29,Grade 3,+18766319609,515
9538,S09538,billy bridges,2017-08-07,Grade 2,+16562790380,515
9611,S09611,samantha ward,2007-12-28,Grade 2,+17827376098,515
10182,S10182,anna rocha,2010-10-01,Grade 2,+18346552355,515
10191,S10191,catherine mccann,2010-04-28,Grade 5,+16869385372,515
10073,S10073,jennifer brown,2012-06-18,Grade 3,+19315441750,516
6697,S06697,angela richards,2011-06-06,Grade 5,+14348959773,517
2237,S02237,sonia thomas,2008-07-20,Grade 2,+13748221773,518
706,S00706,jessica rodgers,2018-07-07,Grade 2,n/a,518
582,S00582,chad conley,2018-09-30,Grade 1,+13029635254,518
5808,S05808,lisa holmes,2013-11-10,Grade 4,+15909807865,518
3406,S03406,cynthia krueger,2014-01-31,Grade 4,+12997380095,518
3618,S03618,laura rodriguez,2009-08-07,Grade 5,+12457924828,518
4725,S04725,brittney davis,2018-10-03,Grade 2,+18527622346,518
5137,S05137,stephanie scott,2008-05-14,Grade 3,+16923128380,518
6695,S06695,mark castro,2013-01-20,Grade 3,+17807914846,518
6326,S06326,patricia terry,2010-06-17,Grade 1,+15763674921,518
7178,S07178,ashlee morales,2018-05-08,Grade 2,+18889675785,518
8045,S08045,destiny baker,2018-05-30,Grade 5,+19016175885,518
8064,S08064,joseph wilkerson,2017-04-08,Grade 4,+17822468162,518
7681,S07681,michelle franco,2012-01-16,Grade 5,+14947022207,518
8705,S08705,ana wong,2015-01-13,Grade 2,+14183967737,518
11098,S11098,maureen adams,2014-10-13,Grade 3,+17086769632,518
11681,S11681,gregory blair,2011-12-16,Grade 1,+15787021682,518
11952,S11952,james hartman,2016-03-11,Grade 3,+15432220768,518
11847,S11847,melissa knight,2006-11-04,Grade 3,+15566748217,518
2289,S02289,sandy davenport,2007-06-10,Grade 3,+16042324079,519
5095,S05095,ronald rodriguez,2011-03-08,Grade 2,+13564812721,519
4555,S04555,robert li,2011-11-22,Grade 2,+18243031048,519
8818,S08818,kyle martinez,2015-02-06,Grade 2,+18287426265,519
12150,S12150,emily ross,2017-03-15,Grade 5,+16972561104,519
2244,S02244,mr. bob elliott,2009-09-02,Grade 2,+13626669297,520
3709,S03709,douglas brown,2012-12-13,Grade 4,+15982591938,520
6029,S06029,scott grant,2007-02-12,Grade 1,+14172975925,520
8988,S08988,kari luna,2018-07-31,Grade 3,+14575026175,520
7491,S07491,timothy marshall,2017-01-07,Grade 2,+17957963990,520
2052,S02052,mathew estrada,2015-06-26,Grade 1,+15448149223,521
1446,S01446,derek rodriguez,2013-05-12,Grade 1,+15254013541,521
1441,S01441,james graham,2008-11-03,Grade 3,+14306859930,521
1460,S01460,ricky norton,2009-05-13,Grade 1,+12266923156,521
1467,S01467,craig flowers,2015-10-03,Grade 3,+14646738679,521
717,S00717,julie duran,2013-05-17,Grade 5,+18402579511,521
794,S00794,jodi meyer,2007-10-20,Grade 2,+14105557874,521
972,S00972,jeffrey duncan,2006-04-11,Grade 5,+12418661886,521
1000,S01000,crystal anderson,2006-05-13,Grade 5,+15667598036,521
23,S00023,justin sandoval,2016-05-22,Grade 1,+18986795228,521
481,S00481,terri austin,2009-11-23,Grade 2,+17939321526,521
366,S00366,karen bowman,2009-11-23,Grade 2,+13617145163,521
2752,S02752,margaret hall,2006-10-17,Grade 5,+17182976512,521
2783,S02783,karen jones md,2012-08-29,Grade 3,n/a,521
2972,S02972,rachel king,2016-03-23,Grade 5,n/a,521
6134,S06134,michelle tanner,2019-02-27,Grade 3,+17298940595,521
6233,S06233,elizabeth love,2009-01-12,Grade 2,n/a,521
6301,S06301,emily perez,2010-02-26,Grade 3,+15447989180,521
5843,S05843,karen walker,2015-02-23,Grade 3,+15952108925,521
5768,S05768,eric dyer,2013-08-05,Grade 2,+17983489192,521
5912,S05912,carlos thomas,2011-12-26,Grade 3,+13503576005,521
5473,S05473,tony chapman,2018-02-23,Grade 4,+15208673875,521
5664,S05664,christopher robinson,2009-04-06,Grade 5,+17948734250,521
3608,S03608,ashley moore,2016-03-12,Grade 3,+18503544316,521
3534,S03534,seth rosales,2012-03-12,Grade 5,+14326926513,521
3423,S03423,raymond myers,2010-11-28,Grade 2,+16784631314,521
3157,S03157,anthony greer,2013-06-03,Grade 1,+18779074209,521
3160,S03160,steven smith,2007-09-08,Grade 2,+19723269002,521
4140,S04140,amber martin,2011-10-02,Grade 5,+14916390641,521
3746,S03746,valerie johnson,2015-03-02,Grade 3,n/a,521
3934,S03934,donna austin,2009-09-06,Grade 4,n/a,521
4345,S04345,tina powell,2016-04-28,Grade 3,+14684886274,521
4291,S04291,pamela washington,2006-05-05,Grade 1,+16629439915,521
4835,S04835,heidi stevenson,2006-08-11,Grade 3,+15113518683,521
4571,S04571,gary molina,2010-11-09,Grade 5,+14688791567,521
4946,S04946,alan adams,2011-03-03,Grade 4,+13074902836,521
5261,S05261,ashley perez,2012-11-14,Grade 3,+16126185736,521
5340,S05340,john brown,2007-10-20,Grade 5,+15013333073,521
7929,S07929,cody reynolds,2008-08-28,Grade 4,+17324268590,521
7780,S07780,jerry stewart,2012-07-26,Grade 4,+13885514014,521
8060,S08060,martin reynolds,2010-10-27,Grade 3,+15392157658,521
8508,S08508,julia ferrell,2014-07-01,Grade 3,+19012569028,521
8544,S08544,marcus green,2012-09-24,Grade 2,+13216538235,521
7393,S07393,ralph buck,2018-05-11,Grade 1,+13626011379,521
6897,S06897,scott garza,2015-09-27,Grade 2,+16706760175,521
7036,S07036,brianna gonzalez,2012-11-27,Grade 4,+19124556085,521
6331,S06331,jean jackson,2015-01-17,Grade 1,+18296641133,521
6525,S06525,daniel miller,2016-01-27,Grade 3,+14038091836,521
6550,S06550,matthew williams,2017-11-13,Grade 4,+14397158319,521
6568,S06568,daniel owens,2017-01-21,Grade 1,+16932740252,521
6694,S06694,gabriel robinson jr.,2015-11-07,Grade 5,+16385726110,521
6751,S06751,penny wells,2006-10-25,Grade 4,+15379157974,521
8920,S08920,allen lutz,2013-05-17,Grade 4,+16303755873,521
8635,S08635,michelle wilson,2017-08-18,Grade 3,+19098093023,521
